type,type_num,size_adv,size_out_pct,days_fm_last,mkt_cap,return_30d_num,return 30d,return 90d,name,code,director,date,shares,rec_date
BUY,1,0.105132673,0.022767949,1,2802,1,0.05,-0.02,Get Nice Holdings Ltd.,64,Hung Hon Man,19/9/2017,"2,200,000",20170920
BUY,1,354.4201016,17.80501116,0,359,-1,-0.07,-0.3,Winshine Science Co. Ltd.,209,Xing Wei,19/9/2017,"651,995,472",20170922
SELL,-1,354.4201016,17.80501116,0,359,-1,-0.07,-0.3,Winshine Science Co. Ltd.,209,Zhang Jack Jiyei,19/9/2017,"651,995,472",20170922
BUY,1,60.26076702,5.563733211,1,1398,-1,-0.16,-0.19,Ping An Securities Group (Holdings) Ltd.,231,Cui Xintong,19/9/2017,"1,051,270,172",20170922
BUY,1,4.25989211,0.337816122,0,5345,1,0.03,0.41,Yuan Heng Gas Holdings Ltd.,332,Wang Jianqing,19/9/2017,"22,020,000",20170922
BUY,1,0.726151022,0.117243355,1,640,1,0.11,0.04,Asia Tele-Net And Technology Corporation Ltd.,679,LAM Kwok Hing,19/9/2017,"500,000",20170920
BUY,1,0.031428677,0.008032616,1,1155,1,0.03,-0.03,Sino Oil and Gas Holdings Ltd.,702,Dai Xiaobing,19/9/2017,"1,600,000",20170920
BUY,1,1.081579835,0.111078044,4,2518,-1,-0.08,-0.11,Hopefluent Group Holdings Ltd.,733,Ng Wan,19/9/2017,"742,000",20170920
SELL,-1,0.233516535,0.009484605,4,7855,-1,-0.02,0.05,Ground International Development Ltd.,989,Wang Guanghui,19/9/2017,"500,000",20170922
BUY,1,0.041318513,0.027789182,1,643,-1,-0.02,-0.14,Chinlink International Holdings Ltd.,997,Li Weibin,19/9/2017,"190,000",20170920
SELL,-1,0.113576916,0.011885219,0,4526,-1,-0.19,-0.15,"Modern Land (China) Co., Ltd.",1107,"HUI Chun Ho, Eric",19/9/2017,"330,000",20170922
BUY,1,0.387152522,0.040127056,1,16469,-1,-0.06,-0.16,Powerlong Real Estate Holdings Ltd.,1238,Hoi Wa Fan,19/9/2017,"1,604,000",20170922
BUY,1,2.077290797,0.1,1,628,1,0.09,0.1,China Leon Inspection Holding Ltd.,1586,LI Xiangli,19/9/2017,"400,000",20170920
BUY,1,2.077290797,0.1,0,628,1,0.09,0.1,China Leon Inspection Holding Ltd.,1586,ZHANG Aiying,19/9/2017,"400,000",20170920
BUY,1,0.332768662,0.041669526,6,1728,-1,-0.06,-0.15,Meilleure Health International Industry Group Ltd.,2327,Zhou Xuzhou,19/9/2017,"1,500,000",20170920
BUY,1,0.193360484,0.015841534,0,19215,1,0.34,0.61,Zhongyu Gas Holdings Ltd.,3633,Wang Wenliang,19/9/2017,"400,000",20170925
SELL,-1,0.796927091,0.099304543,7,4651,1,0.06,-0.06,Top Spring International Holdings Ltd.,3688,Chen Fengyang,19/9/2017,"1,374,500",20170922
BUY,1,0.305041233,0.153458651,20,1232,1,0.14,0.26,Tianyun International Holdings Ltd.,6836,Chu Yinghong,19/9/2017,"1,500,000",20170922
BUY,1,0.305041233,0.153458651,0,1232,1,0.14,0.26,Tianyun International Holdings Ltd.,6836,Yang Ziyuan,19/9/2017,"1,500,000",20170922
BUY,1,0.080159277,0.006595126,1,1590,-1,-0.08,-0.27,Neo Telemedia Ltd.,8167,LIE HAIQUAN,19/9/2017,"628,000",20170922
SELL,-1,2.452120935,1.805004409,1,392,-1,-0.19,-0.27,First Credit Finance Group Ltd.,8215,Sin Kwok Lam,19/9/2017,"65,500,000",20170920
BUY,1,0.017411653,0.002014562,1,343,1,0.25,0.31,China Health Group Inc.,8225,GUO XIA,19/9/2017,"20,000",20171106
BUY,1,0.139293226,0.016116495,0,343,1,0.25,0.31,China Health Group Inc.,8225,GUO XIA,19/9/2017,"160,000",20171106
BUY,1,0.002188573,0.000144906,20,4141,-1,-0.21,-0.48,China Baoli Technologies Holdings Ltd.,164,Yeung Chun Wai Anthony,20/9/2017,"50,000",20171218
BUY,1,0.023616608,0.002180465,1,1398,-1,-0.13,-0.19,Ping An Securities Group (Holdings) Ltd.,231,Cui Xintong,20/9/2017,"412,000",20170922
BUY,1,1.120494782,0.088856993,1,5345,1,0.03,0.39,Yuan Heng Gas Holdings Ltd.,332,Wang Jianqing,20/9/2017,"5,792,000",20170925
BUY,1,1.120494782,0.088856993,0,5345,1,0.03,0.39,Yuan Heng Gas Holdings Ltd.,332,Wang Jianqing,20/9/2017,"5,792,000",20170925
SELL,-1,0.099566611,0.010590855,21,136056,-1,-0.12,-0.12,Longfor Properties Co. Ltd.,960,Shao mingxiao,20/9/2017,"626,500",20170925
SELL,-1,0.002335165,9.48E-05,1,7855,-1,-0.01,0.03,Ground International Development Ltd.,989,Wang Guanghui,20/9/2017,"5,000",20170922
BUY,1,0.008274407,0.006,2,880,1,0.18,-0.17,Tic Tac International Holdings Co. Ltd.,1470,Meng Guangyin,20/9/2017,"48,000",20170925
BUY,1,1.178827688,0.076162012,77,3619,1,0.47,0.55,Union Medical Healthcare Ltd.,2138,TANG Chi Fai,20/9/2017,"749,000",20170922
BUY,1,0.845668139,0.164904672,2,1052,-1,-0.05,0,Hop Fung Group Holdings Ltd.,2320,Hui Sum Ping,20/9/2017,"1,314,000",20170922
BUY,1,0.475193649,0.059504083,1,1728,-1,-0.03,-0.16,Meilleure Health International Industry Group Ltd.,2327,Zhou Wen Chuan,20/9/2017,"2,142,000",20170922
BUY,1,0.556519821,0.045787815,1,1590,-1,-0.07,-0.26,Neo Telemedia Ltd.,8167,LIE HAIQUAN,20/9/2017,"4,360,000",20170926
BUY,1,0.243763146,0.028203866,1,343,1,0.13,0.4,China Health Group Inc.,8225,GUO XIA,20/9/2017,"280,000",20171106
BUY,1,0.110769285,0.005949357,2,2773,1,0.06,0.08,Hoifu Energy Group Ltd.,7,Hui Chi Ming,21/9/2017,"150,000",20170929
BUY,1,0.110769285,0.005949357,0,2773,1,0.06,0.08,Hoifu Energy Group Ltd.,7,Hui Chi Ming,21/9/2017,"150,000",20180102
BUY,1,0.286517107,0.036803553,10,1848,-1,-0.04,-0.08,China Beidahuang Industry Group Holdings Ltd.,39,Zeng Fanxiong,21/9/2017,"2,000,000",20170922
BUY,1,0.764601256,0.165585086,2,2802,1,0.1,0,Get Nice Holdings Ltd.,64,Hung Hon Man,21/9/2017,"16,000,000",20170922
BUY,1,0.026262872,0.001738876,1,4141,-1,-0.19,-0.44,China Baoli Technologies Holdings Ltd.,164,Yeung Chun Wai Anthony,21/9/2017,"600,000",20171218
SELL,-1,0.003118758,0.002228937,30,216247,1,0.09,0.03,Geely Automobile Holdings Ltd.,175,"Yeung Sau Hung, Alex",21/9/2017,"200,000",20170922
SELL,-1,0.069131242,0.01867187,0,4445,-1,-0.06,-0.16,Honghua Group Ltd.,196,REN JIE,21/9/2017,"1,000,000",20170927
BUY,1,0.919177603,0.084865481,1,1398,-1,-0.13,-0.2,Ping An Securities Group (Holdings) Ltd.,231,Cui Xintong,21/9/2017,"16,035,375",20170927
BUY,1,0.251492268,0.019943731,1,5345,1,0.05,0.41,Yuan Heng Gas Holdings Ltd.,332,Wang Jianqing,21/9/2017,"1,300,000",20170925
BUY,1,3.634780399,0.085890202,0,2512,1,0.04,-0.08,"Gome Finance Technology Co., Ltd.",628,CHUNG TAT FUN,21/9/2017,"2,320,000",20170925
BUY,1,3.634780399,0.085890202,0,2512,1,0.04,-0.08,"Gome Finance Technology Co., Ltd.",628,CHUNG TAT FUN,21/9/2017,"2,320,000",20170926
BUY,1,11.14485256,1.226317411,0,1782,1,0.4,0.17,Asia Allied Infrastructure Holdings Ltd.,711,"Pang Yat Ting, Dominic",21/9/2017,"23,000,000",20170926
BUY,1,0.122443,0.012574873,2,2518,-1,-0.1,-0.15,Hopefluent Group Holdings Ltd.,733,Ng Wan,21/9/2017,"84,000",20170922
SELL,-1,0.583061906,0.059880347,0,2518,-1,-0.1,-0.15,Hopefluent Group Holdings Ltd.,733,Mo Tian Quan,21/9/2017,"400,000",20171113
SELL,-1,0.081290218,0.008646803,1,136056,-1,-0.13,-0.15,Longfor Properties Co. Ltd.,960,Shao mingxiao,21/9/2017,"511,500",20170925
BUY,1,0.623450726,0.064618569,2,16469,-1,-0.1,-0.22,Powerlong Real Estate Holdings Ltd.,1238,Hoi Wa Fan,21/9/2017,"2,583,000",20170922
BUY,1,0.008274407,0.006,1,880,1,0.17,-0.2,Tic Tac International Holdings Co. Ltd.,1470,Meng Guangyin,21/9/2017,"48,000",20170925
SELL,-1,0.600744563,0.526315789,3,714,1,0.09,0.47,Yuk Wing Group Holdings Ltd.,1536,Chan Kin Choi,21/9/2017,"2,000,000",20170922
SELL,-1,0.600744563,0.526315789,0,714,1,0.09,0.47,Yuk Wing Group Holdings Ltd.,1536,Chan Leung Choi,21/9/2017,"2,000,000",20170922
SELL,-1,0.600744563,0.526315789,0,714,1,0.09,0.47,Yuk Wing Group Holdings Ltd.,1536,Liang Ning,21/9/2017,"2,000,000",20170922
SELL,-1,0.022921075,0.006769784,22,25423,1,0.17,-0.02,Man Wah Holdings Ltd.,1999,Wang Guisheng,21/9/2017,"259,200",20170925
BUY,1,0.032435509,0.002513661,0,9315,1,0.09,-0.01,Texhong Textile Group Ltd.,2678,Tang Daoping,21/9/2017,"23,000",20170925
BUY,1,330.8984635,9.180385232,0,175,1,0.07,-0.02,Vodatel Networks Holdings Ltd.,8033,DOS SANTOS JOSE MANUEL,21/9/2017,"56,407,500",20170922
BUY,1,0.376799659,0.031001291,1,1590,-1,-0.06,-0.25,Neo Telemedia Ltd.,8167,LIE HAIQUAN,21/9/2017,"2,952,000",20170927
SELL,-1,1.860616954,1.369598765,2,392,1,0.24,0.13,First Credit Finance Group Ltd.,8215,Sin Kwok Lam,21/9/2017,"49,700,000",20170922
BUY,1,1.333662195,0.071630255,1,2773,1,0.05,0.07,Hoifu Energy Group Ltd.,7,Hui Chi Ming,22/9/2017,"1,806,000",20170929
BUY,1,1.333662195,0.071630255,0,2773,1,0.05,0.07,Hoifu Energy Group Ltd.,7,Hui Chi Ming,22/9/2017,"1,806,000",20180102
BUY,1,0.000810656,0.000103556,1,368206,1,0.01,-0.01,Sun Hung Kai Properties Ltd.,16,Wong Yue Chim Richard,22/9/2017,"3,000",20170927
BUY,1,1.469468038,0.318233836,1,2802,-1,-0.01,-0.12,Get Nice Holdings Ltd.,64,Hung Hon Man,22/9/2017,"30,750,000",20170922
BUY,1,0.006118221,0.000161935,11,5323,1,0.1,0.12,Tai Cheung Holdings Ltd.,88,"Chan Pun, David",22/9/2017,"1,000",20170922
BUY,1,0.041582881,0.002753221,1,4141,-1,-0.17,-0.42,China Baoli Technologies Holdings Ltd.,164,Yeung Chun Wai Anthony,22/9/2017,"950,000",20171218
BUY,1,0.350239082,0.042079218,15,2025,1,0.35,0.69,Kader Holdings Co. Ltd.,180,"TING WOO SHOU, KENNETH",22/9/2017,"400,000",20170926
BUY,1,0.000312404,2.88E-05,1,1398,-1,-0.13,-0.19,Ping An Securities Group (Holdings) Ltd.,231,Cui Xintong,22/9/2017,"5,450",20170927
BUY,1,38.87296642,3.082687169,1,5345,1,0.02,0.35,Yuan Heng Gas Holdings Ltd.,332,Wang Jianqing,22/9/2017,"200,940,000",20170927
BUY,1,6.266862757,0.148086555,1,2512,1,0.07,-0.09,"Gome Finance Technology Co., Ltd.",628,CHUNG TAT FUN,22/9/2017,"4,000,000",20170925
BUY,1,6.266862757,0.148086555,0,2512,1,0.07,-0.09,"Gome Finance Technology Co., Ltd.",628,CHUNG TAT FUN,22/9/2017,"4,000,000",20170926
SELL,-1,0.024743431,0.006316204,0,3989738,1,0.01,0.15,Tencent Holdings Ltd.,700,Lau Chi Ping Martin,22/9/2017,"600,000",20170928
BUY,1,1.079476838,0.275895273,3,1155,-1,-0.01,-0.1,Sino Oil and Gas Holdings Ltd.,702,Dai Xiaobing,22/9/2017,"54,955,000",20170925
BUY,1,1.079476838,0.275895273,0,1155,-1,-0.01,-0.1,Sino Oil and Gas Holdings Ltd.,702,Dai Xiaobing,22/9/2017,"54,955,000",20170925
BUY,1,1.288566812,0.132335567,1,2518,-1,-0.11,-0.18,Hopefluent Group Holdings Ltd.,733,Ng Wan,22/9/2017,"884,000",20170925
SELL,-1,0.985374621,0.101197787,0,2518,-1,-0.11,-0.18,Hopefluent Group Holdings Ltd.,733,Mo Tian Quan,22/9/2017,"676,000",20171113
BUY,1,0.012953119,0.002780104,0,146325,1,0.05,0.13,Link Real Estate Investment Trust,823,HONGCHOY George Kwok Lung,22/9/2017,"60,000",20170927
BUY,1,0.155902846,0.02682944,7,7078,1,0.06,0,Digital China Holdings Ltd.,861,Guo Wei,22/9/2017,"450,000",20170927
SELL,-1,0.473866676,0.01625332,0,896,-1,-0.1,-0.07,China Outfitters Holdings Ltd.,1146,Zhang Yongli,22/9/2017,"560,000",20171114
BUY,1,0.727721231,0.075425856,1,16469,-1,-0.07,-0.16,Powerlong Real Estate Holdings Ltd.,1238,Hoi Wa Fan,22/9/2017,"3,015,000",20170922
BUY,1,1.103723865,0.655797523,0,1154,1,0.03,0.05,Newtree Group Holdings Ltd.,1323,WONG WAI SING,22/9/2017,"15,600,000",20170927
BUY,1,0.375106447,0.272,1,880,1,0.17,-0.17,Tic Tac International Holdings Co. Ltd.,1470,Meng Guangyin,22/9/2017,"2,176,000",20170925
BUY,1,3.17825492,0.153,3,628,1,0.02,-0.01,China Leon Inspection Holding Ltd.,1586,LI Xiangli,22/9/2017,"612,000",20170925
BUY,1,3.17825492,0.153,0,628,1,0.02,-0.01,China Leon Inspection Holding Ltd.,1586,ZHANG Aiying,22/9/2017,"612,000",20170925
SELL,-1,0.048813519,0.005388471,21,36708,1,0.06,0.02,Haitian International Holdings Ltd.,1882,Zhang Jianfeng,22/9/2017,"86,000",20170925
SELL,-1,20.88420959,0.204326547,0,1483,-1,-0.02,-0.02,Nature Home Holding Co. Ltd.,2083,Se Hok Pan,22/9/2017,"3,000,000",20170926
SELL,-1,2.784561278,0.02724354,0,1483,-1,-0.02,-0.02,Nature Home Holding Co. Ltd.,2083,Un Son I,22/9/2017,"400,000",20170926
BUY,1,0.004354456,0.001118568,8,37682,-1,-0.08,-0.08,Lee & Man Paper Manufacturing Ltd.,2314,Li King Wai Ross,22/9/2017,"50,000",20170929
BUY,1,0.221887836,0.024454389,0,3377,1,0.02,0.04,Jacobson Pharma Corporation Ltd.,2633,"Sum Kwong Yip, Derek",22/9/2017,"444,000",20170925
BUY,1,0.034550868,0.002677596,1,9315,1,0.05,-0.05,Texhong Textile Group Ltd.,2678,Tang Daoping,22/9/2017,"24,500",20170925
BUY,1,0.111973201,0.029343498,4,1861,1,0.6,-0.4,Huabang Financial Holdings Ltd.,3638,Lu George,22/9/2017,"1,200,000",20170926
SELL,-1,0.43977388,0.054799924,3,4651,1,0.11,-0.06,Top Spring International Holdings Ltd.,3688,Chen Fengyang,22/9/2017,"758,500",20170925
BUY,1,0.42530368,0.034991972,1,1590,-1,-0.07,-0.26,Neo Telemedia Ltd.,8167,LIE HAIQUAN,22/9/2017,"3,332,000",20170927
BUY,1,0.087058266,0.010072809,2,343,1,0.13,0.61,China Health Group Inc.,8225,GUO XIA,22/9/2017,"100,000",20171106
SELL,-1,0.024219584,0.008290973,8,1104,1,0.04,0.34,Larry Jewelry International Co. Ltd.,8351,Ong Chi King,22/9/2017,"300,000",20170925
BUY,1,0.010211708,0.001376367,12,1496940,1,0.02,0.06,HSBC Holdings plc,5,Tucker Mark Edward,25/9/2017,"276,000",20170927
BUY,1,0.485907932,0.026097845,3,2773,1,0.05,0.07,Hoifu Energy Group Ltd.,7,Hui Chi Ming,25/9/2017,"658,000",20170929
BUY,1,0.485907932,0.026097845,0,2773,1,0.05,0.07,Hoifu Energy Group Ltd.,7,Hui Chi Ming,25/9/2017,"658,000",20180102
BUY,1,0.191150314,0.041396271,3,2802,-1,-0.02,-0.09,Get Nice Holdings Ltd.,64,Hung Hon Man,25/9/2017,"4,000,000",20170925
BUY,1,0.439905671,0.029701336,0,832,-1,-0.01,-0.01,CCT Fortis Holdings Ltd.,138,Mak Shiu Tong,25/9/2017,"260,000",20170927
BUY,1,0.048148599,0.00318794,3,4141,-1,-0.18,-0.37,China Baoli Technologies Holdings Ltd.,164,Yeung Chun Wai Anthony,25/9/2017,"1,100,000",20171218
BUY,1,0.288947243,0.034715355,3,2025,1,0.39,0.68,Kader Holdings Co. Ltd.,180,"TING WOO SHOU, KENNETH",25/9/2017,"330,000",20170928
BUY,1,1.618792744,0.149459282,3,1398,-1,-0.14,-0.18,Ping An Securities Group (Holdings) Ltd.,231,Cui Xintong,25/9/2017,"28,240,406",20170927
BUY,1,0.605787748,0.154828682,3,1155,-1,-0.01,-0.1,Sino Oil and Gas Holdings Ltd.,702,Dai Xiaobing,25/9/2017,"30,840,000",20170925
BUY,1,0.825032597,0.084730691,3,2518,-1,-0.06,-0.13,Hopefluent Group Holdings Ltd.,733,Ng Wan,25/9/2017,"566,000",20170926
SELL,-1,0.201156358,0.02065872,0,2518,-1,-0.06,-0.13,Hopefluent Group Holdings Ltd.,733,Mo Tian Quan,25/9/2017,"138,000",20171113
BUY,1,0.004317706,0.000926701,3,146325,1,0.05,0.16,Link Real Estate Investment Trust,823,HONGCHOY George Kwok Lung,25/9/2017,"20,000",20170927
BUY,1,0.002301142,0.000160719,7,6658,1,0.07,-0.02,China Oceanwide International Financial Ltd.,952,LAM Kin Hing Kenneth,25/9/2017,"10,000",20170928
BUY,1,0.332774273,0.043549265,0,408,1,0.02,-0.02,Changmao Biochemical Engineering Co. Ltd. - H Shares,954,Leng Yixin,25/9/2017,"80,000",20170927
BUY,1,0.332774273,0.043549265,0,408,1,0.02,-0.02,Changmao Biochemical Engineering Co. Ltd. - H Shares,954,Rui Xinsheng,25/9/2017,"80,000",20170927
BUY,1,0.035736442,0.0091313,14,22943,1,0.01,0.06,Xinyi Solar Holdings Ltd.,968,Tung Ching Sai,25/9/2017,"678,000",20170926
SELL,-1,0.363861912,0.012480228,3,896,-1,-0.1,-0.07,China Outfitters Holdings Ltd.,1146,Zhang Yongli,25/9/2017,"430,000",20171114
BUY,1,0.535593171,0.055512429,3,16469,-1,-0.01,-0.1,Powerlong Real Estate Holdings Ltd.,1238,Hoi Wa Fan,25/9/2017,"2,219,000",20170928
BUY,1,0.060678984,0.044,3,880,1,0.17,-0.21,Tic Tac International Holdings Co. Ltd.,1470,Meng Guangyin,25/9/2017,"352,000",20170927
SELL,-1,0.002270396,0.000250627,3,36708,1,0.06,0.07,Haitian International Holdings Ltd.,1882,Zhang Jianfeng,25/9/2017,"4,000",20170926
BUY,1,0.369416676,0.072035983,5,1052,-1,-0.03,0.04,Hop Fung Group Holdings Ltd.,2320,Hui Sum Ping,25/9/2017,"574,000",20170928
BUY,1,0.016991411,0.001872633,3,3377,1,0.01,0.05,Jacobson Pharma Corporation Ltd.,2633,"Sum Kwong Yip, Derek",25/9/2017,"34,000",20170926
BUY,1,1.399665014,0.366793724,3,1861,1,0.4,-0.44,Huabang Financial Holdings Ltd.,3638,Lu George,25/9/2017,"15,000,000",20170926
SELL,-1,0.347876504,0.043348655,3,4651,1,0.13,-0.05,Top Spring International Holdings Ltd.,3688,Chen Fengyang,25/9/2017,"600,000",20170928
BUY,1,0.197681964,0.022471348,21,6894,1,0.24,0.13,China VAST Industrial Urban Development Co. Ltd.,6166,WANG Jianjun,25/9/2017,"368,000",20170926
BUY,1,0.197681964,0.022471348,0,6894,1,0.24,0.13,China VAST Industrial Urban Development Co. Ltd.,6166,ZHAO Ying,25/9/2017,"368,000",20170926
BUY,1,0.165934809,0.01365233,3,1590,-1,-0.04,-0.21,Neo Telemedia Ltd.,8167,LIE HAIQUAN,25/9/2017,"1,300,000",20170929
BUY,1,0.017411653,0.002014562,3,343,1,0.01,0.36,China Health Group Inc.,8225,GUO XIA,25/9/2017,"20,000",20171106
BUY,1,0.174116533,0.020145619,0,343,1,0.01,0.36,China Health Group Inc.,8225,GUO XIA,25/9/2017,"200,000",20171106
BUY,1,0.400468025,0.046334923,0,343,1,0.01,0.36,China Health Group Inc.,8225,GUO XIA,25/9/2017,"460,000",20171106
SELL,-1,0.096878338,0.033163893,3,1104,1,0.12,0.47,Larry Jewelry International Co. Ltd.,8351,Ong Chi King,25/9/2017,"1,200,000",20170926
SELL,-1,54.19054732,23.99965722,0,998,1,0.35,-0.02,Dadi Education Holdings Ltd.,8417,Chung Wang Lung,25/9/2017,"420,090,000",20170928
BUY,1,1.56849308,0.084242891,1,2773,-1,-0.01,0.03,Hoifu Energy Group Ltd.,7,Hui Chi Ming,26/9/2017,"2,124,000",20170929
BUY,1,1.56849308,0.084242891,0,2773,-1,-0.01,0.03,Hoifu Energy Group Ltd.,7,Hui Chi Ming,26/9/2017,"2,124,000",20180102
SELL,-1,0.214311743,0.065570767,0,1643,1,0.23,0.13,Burwill Holdings Ltd.,24,Cheung Kwan,26/9/2017,"3,264,000",20171023
BUY,1,0.219822861,0.047605712,1,2802,1,0.02,-0.07,Get Nice Holdings Ltd.,64,Hung Hon Man,26/9/2017,"4,600,000",20170926
BUY,1,2.360897754,0.030568992,0,294,-1,-0.1,-0.29,Modern Media Holdings Ltd.,72,Shao Zhong,26/9/2017,"134,000",20170929
BUY,1,0.118436142,0.007996514,1,832,-1,-0.01,-0.01,CCT Fortis Holdings Ltd.,138,Mak Shiu Tong,26/9/2017,"70,000",20170927
BUY,1,0.021885727,0.001449064,1,4141,-1,-0.16,-0.35,China Baoli Technologies Holdings Ltd.,164,Yeung Chun Wai Anthony,26/9/2017,"500,000",20171218
BUY,1,0.784602831,0.072440512,1,1398,-1,-0.14,-0.18,Ping An Securities Group (Holdings) Ltd.,231,Cui Xintong,26/9/2017,"13,687,671",20171003
BUY,1,1.346622612,0.031502994,19,644,1,0.09,0.05,Yau Lee Holdings Ltd.,406,Wong Ip Kuen,26/9/2017,"138,000",20170929
BUY,1,1.932110704,0.045199948,0,644,1,0.09,0.05,Yau Lee Holdings Ltd.,406,Wong Ip Kuen,26/9/2017,"198,000",20171003
BUY,1,0.032320641,0.002202971,18,1625,-1,-0.03,0.02,Hung Hing Printing Group Ltd.,450,YUM CHAK MING MATTHEW,26/9/2017,"20,000",20170927
BUY,1,0.130707184,0.021103804,1,640,-1,-0.02,-0.12,Asia Tele-Net And Technology Corporation Ltd.,679,LAM Kwok Hing,26/9/2017,"90,000",20170927
BUY,1,0.728827382,0.074850434,1,2518,-1,-0.1,-0.15,Hopefluent Group Holdings Ltd.,733,Fu Wai Chung,26/9/2017,"500,000",20170927
BUY,1,1.080958638,0.04448253,1,882,-1,-0.03,-0.01,Le Saunda Holdings Ltd.,738,Lee Tze Bun Marces,26/9/2017,"314,000",20170927
BUY,1,0.173225384,0.029810489,4,7078,1,0.07,0.03,Digital China Holdings Ltd.,861,Guo Wei,26/9/2017,"500,000",20170929
BUY,1,0.158925157,0.016904796,5,136056,1,0.04,0.03,Longfor Properties Co. Ltd.,960,Wu Yajun,26/9/2017,"1,000,000",20170927
BUY,1,0.302432737,0.031346135,1,16469,-1,-0.01,-0.08,Powerlong Real Estate Holdings Ltd.,1238,Hoi Wa Fan,26/9/2017,"1,253,000",20170928
BUY,1,0.38955587,0.032856832,0,15004,1,0.03,0.09,China Goldjoy Group Ltd.,1282,Yao Jianhui,26/9/2017,"8,500,000",20170927
BUY,1,0.657989227,0.390956216,4,1154,1,0.1,0.05,Newtree Group Holdings Ltd.,1323,WONG WAI SING,26/9/2017,"9,300,000",20170929
BUY,1,0.535078314,0.388,1,880,1,0.18,-0.2,Tic Tac International Holdings Co. Ltd.,1470,Meng Guangyin,26/9/2017,"3,104,000",20170927
BUY,1,1.350239018,0.065,4,628,1,0.02,0,China Leon Inspection Holding Ltd.,1586,LI Xiangli,26/9/2017,"260,000",20170927
BUY,1,1.350239018,0.065,0,628,1,0.02,0,China Leon Inspection Holding Ltd.,1586,ZHANG Aiying,26/9/2017,"260,000",20170927
BUY,1,0.004354456,0.001118568,4,37682,-1,-0.04,-0.03,Lee & Man Paper Manufacturing Ltd.,2314,Li King Wai Ross,26/9/2017,"50,000",20170929
BUY,1,0.323078695,0.06300011,1,1052,-1,-0.03,0.03,Hop Fung Group Holdings Ltd.,2320,Hui Sum Ping,26/9/2017,"502,000",20170928
BUY,1,0.091857652,0.010441849,1,6894,1,0.21,0.12,China VAST Industrial Urban Development Co. Ltd.,6166,WANG Jianjun,26/9/2017,"171,000",20170927
BUY,1,0.091857652,0.010441849,0,6894,1,0.21,0.12,China VAST Industrial Urban Development Co. Ltd.,6166,ZHAO Ying,26/9/2017,"171,000",20170927
BUY,1,0.273664793,0.022515843,1,1590,-1,-0.1,-0.22,Neo Telemedia Ltd.,8167,LIE HAIQUAN,26/9/2017,"2,144,000",20170929
BUY,1,0.034823307,0.004029124,1,343,1,0.01,0.36,China Health Group Inc.,8225,GUO XIA,26/9/2017,"40,000",20171106
BUY,1,0.070604463,0.011875,21,244,-1,-0.03,-0.08,Astrum Financial Holdings Ltd.,8333,Pan Chik,26/9/2017,"95,000",20170928
BUY,1,7.40E-07,9.97E-08,2,1496940,1,0.02,0.06,HSBC Holdings plc,5,Flint Douglas Jardine,27/9/2017,20,20171003
BUY,1,5.40E-05,7.28E-06,0,1496940,1,0.02,0.06,HSBC Holdings plc,5,Tai Jackson Peter,27/9/2017,"1,460",20171003
BUY,1,7.58E-06,1.02E-06,0,1496940,1,0.02,0.06,HSBC Holdings plc,5,Tai Jackson Peter,27/9/2017,205,20171003
BUY,1,4.81E-06,6.48E-07,0,1496940,1,0.02,0.06,HSBC Holdings plc,5,Tai Jackson Peter,27/9/2017,130,20171003
BUY,1,3.092678446,0.166106039,1,2773,-1,-0.06,-0.03,Hoifu Energy Group Ltd.,7,Hui Chi Ming,27/9/2017,"4,188,000",20170929
BUY,1,3.092678446,0.166106039,0,2773,-1,-0.06,-0.03,Hoifu Energy Group Ltd.,7,Hui Chi Ming,27/9/2017,"4,188,000",20180102
BUY,1,0.396636901,0.085897263,1,2802,-1,-0.03,-0.07,Get Nice Holdings Ltd.,64,Hung Hon Man,27/9/2017,"8,300,000",20170927
BUY,1,0.016919449,0.001142359,1,832,-1,-0.01,0,CCT Fortis Holdings Ltd.,138,Mak Shiu Tong,27/9/2017,"10,000",20170929
BUY,1,0.109428634,0.007245318,1,4141,-1,-0.17,-0.35,China Baoli Technologies Holdings Ltd.,164,Yeung Chun Wai Anthony,27/9/2017,"2,500,000",20171218
BUY,1,0.095083909,0.053511668,0,16133,1,0.15,0.11,Dongyue Group Ltd.,189,Zhang Bishu,27/9/2017,"1,130,000",20170928
BUY,1,9.41425354,0.869195625,1,1398,-1,-0.15,-0.18,Ping An Securities Group (Holdings) Ltd.,231,Cui Xintong,27/9/2017,"164,234,948",20171003
BUY,1,0.129282566,0.008811883,1,1625,-1,-0.03,0.02,Hung Hing Printing Group Ltd.,450,YUM CHAK MING MATTHEW,27/9/2017,"80,000",20170928
SELL,-1,369.1051948,4.565638554,0,308,-1,-0.03,-0.04,Futong Technology Development Holdings Ltd.,465,Chen Jian,27/9/2017,"14,210,550",20170929
BUY,1,369.1051948,4.565638554,0,308,-1,-0.03,-0.04,Futong Technology Development Holdings Ltd.,465,Zhang Yun,27/9/2017,"14,210,550",20170929
BUY,1,0.130707184,0.021103804,1,640,-1,-0.05,-0.13,Asia Tele-Net And Technology Corporation Ltd.,679,LAM Kwok Hing,27/9/2017,"90,000",20170928
BUY,1,0.028482238,0.007279559,1,1155,1,0.02,-0.09,Sino Oil and Gas Holdings Ltd.,702,Dai Xiaobing,27/9/2017,"1,450,000",20170927
